guess,mean,med,std
tinea,350.517271157168,155.0,452.773619913401
tined,417.46286701209,155.0,529.009964837152
tinge,413.150259067358,155.0,515.002074566413
toper,383.347582037997,155.0,499.235946328451
trona,358.959412780656,155.0,475.725983430516
angle,400.800086355786,156.0,492.966780230027
brats,412.038860103627,156.0,518.591471861953
cater,328.65932642487,156.0,441.182143667875
cento,405.166666666667,156.0,509.266214871741
doree,370.660621761658,156.0,451.784633628707
elite,389.327720207254,156.0,489.523095932729
froes,375.892918825561,156.0,464.049969121692
gluer,396.439982728843,156.0,497.928364333265
inter,411.508203799655,156.0,535.070341894409
lande,353.48402417962,156.0,460.072686720778
nugae,397.545768566494,156.0,465.429235525984
pheon,479.926165803109,156.0,566.124156747312
reoil,308.794041450777,156.0,410.183265556324
riata,446.48402417962,156.0,534.385355495443
sarod,330.40414507772,156.0,432.358679252453
seity,298.861398963731,156.0,370.281363167097
serin,318.493523316062,156.0,416.317132246155
shoer,319.151554404145,156.0,421.38937724974
skite,365.892055267703,156.0,456.354056692788
tiger,406.297495682211,156.0,524.704189428761
timer,397.428756476684,156.0,512.276372005636
toned,378.003886010363,156.0,490.89040137489
tones,352.509067357513,156.0,457.356985311016
torcs,434.289723661485,156.0,552.633649910269
tread,388.454663212435,156.0,499.716834823808
vitae,374.544905008636,156.0,451.356139563128
wrist,426.414075993092,156.0,540.06843414904
broil,391.63816925734,156.5,501.866605109703
blast,405.022884283247,157.0,523.900161868342
boets,430.392918825561,157.0,513.380748420043
clint,400.876943005181,157.0,534.996329059789
cores,342.411485319516,157.0,445.072710760514
cotan,406.671848013817,157.0,522.02617074176
drant,344.474956822107,157.0,467.595299325603
flote,359.31390328152,157.0,451.403956663778
grant,364.699913644214,157.0,480.351738673492
guise,370.77677029361,157.0,466.051938442744
larnt,298.033246977547,157.0,400.324161543276
leany,325.600172711572,157.0,398.426145498532
marse,315.028065630397,157.0,416.888657269196
monte,354.595423143351,157.0,451.863166615796
neral,358.484455958549,157.0,473.960069966266
phare,346.275906735751,157.0,442.988008991677
plesh,478.834196891192,157.0,570.718283487151
realo,310.974093264249,157.0,409.669051725831
reals,326.906735751295,157.0,436.053846643682
reans,334.027202072539,157.0,444.048511391751
rotal,353.31908462867,157.0,468.395017613836
sared,286.928756476684,157.0,376.739444105689
sheol,367.474525043178,157.0,464.086273118677
slept,392.040587219344,157.0,493.543684536996
slive,363.734887737478,157.0,453.023097748161
soole,323.842400690846,157.0,393.390315288171
suave,337.82469775475,157.0,409.656383864773
toles,334.661485319516,157.0,439.493583794262
toyer,349.819516407599,157.0,459.780138347609
trads,398.618739205527,157.0,521.2620845994
trant,400.433074265976,157.0,498.053982617431
trend,408.781519861831,157.0,525.586170122665
tuyer,387.044905008636,157.0,490.294531893093
anele,401.786269430052,158.0,491.470401545615
beast,345.863126079447,158.0,444.629940342783
brame,374.552677029361,158.0,462.014458729273
cored,379.217616580311,158.0,489.038176358189
crias,358.694300518135,158.0,468.154350303746
elain,354.015112262522,158.0,457.20528657221
fetor,429.084196891192,158.0,528.692900845645
glute,391.998704663212,158.0,488.518689662442
leary,313.902849740933,158.0,388.403085549594
liars,337.203367875648,158.0,443.670058762871
minar,426.07426597582,158.0,532.043547652646
paint,364.979274611399,158.0,480.767831246678
peace,401.237046632124,158.0,488.575761885624
rails,321.387737478411,158.0,421.400241102941
teaed,374.869602763385,158.0,462.753335028424
trank,402.830310880829,158.0,512.822699884807
trawl,398.26079447323,158.0,507.44757827764
trays,403.823834196891,158.0,523.514747420221
troak,403.931778929188,158.0,508.825330483995
tuans,411.113557858377,158.0,525.818190431309
tules,397.502590673575,158.0,503.975008372993
yrent,368.803540587219,158.0,471.244451296041
puler,402.366580310881,158.5,508.341138910665
alike,353.813471502591,159.0,442.208050592147
arete,352.857944732297,159.0,449.834315677501
blend,513.945595854922,159.0,596.471070429774
bries,349.686960276339,159.0,440.018297305694
caron,371.855785837651,159.0,494.860496882419
cital,413.38298791019,159.0,532.718010935266
cuter,384.213298791019,159.0,491.437785955186
dirls,425.26079447323,159.0,532.813087257193
dirts,471.901986183074,159.0,591.991399575196
drats,389.619602763385,159.0,511.861108435002
farle,323.401986183074,159.0,413.445899971683
great,372.995682210708,159.0,480.499644541672
lares,315.449050086356,159.0,422.111083916786
leans,345.027633851468,159.0,450.144179557381
luser,376.270725388601,159.0,489.233906017411
mease,382.874352331606,159.0,472.3424986614
olein,388.293177892919,159.0,492.181302497312
onset,380.141191709845,159.0,483.015205226105
parol,370.363557858377,159.0,484.750006102668
prial,361.826856649395,159.0,467.309767520995
realm,375.647236614853,159.0,480.198076837923
salon,336.417530224525,159.0,446.888314886364
saunt,329.209412780656,159.0,439.59914168638
solah,361.35103626943,159.0,461.10984135191
tails,360.408894645941,159.0,481.583585471493
toran,352.878670120898,159.0,470.752938970284
tragi,409.552245250432,159.0,519.689352582073
trams,428.947754749568,159.0,548.927606661978
twaes,394.360967184801,159.0,478.08705309551
traps,433.31390328152,159.5,554.152043756286
argle,333.634715025907,160.0,431.927353187424
baels,406.299222797928,160.0,489.797539007229
brail,354.379965457686,160.0,454.805509724979
brans,401.460276338515,160.0,504.976665776335
buret,378.288428324698,160.0,467.349485746122
ceils,362.26079447323,160.0,469.652172419522
chest,477.886442141624,160.0,571.760614294131
cited,404.210708117444,160.0,507.803213179169
clame,357.103626943005,160.0,458.257340027174
dotal,415.566925734024,160.0,531.509513669886
dries,348.789723661485,160.0,452.554420481056
feast,362.657599309154,160.0,457.004623271677
frist,417.031519861831,160.0,527.864455366459
front,426.678756476684,160.0,539.231212202844
geist,373.827720207254,160.0,484.583145772184
ghest,495.220207253886,160.0,589.331083152658
groin,458.544473229706,160.0,574.989594954875
inset,403.977115716753,160.0,515.897167657502
laten,322.05872193437,160.0,425.943949310387
lears,335.182210708117,160.0,447.059550300561
leats,349.823834196891,160.0,458.332517264497
leish,380.72884283247,160.0,487.243713311167
lores,328.161917098446,160.0,441.01236485268
lyart,369.655872193437,160.0,478.354448380232
metal,411.726252158895,160.0,507.399025669197
morel,356.651122625216,160.0,461.56571460795
pater,358.060017271157,160.0,466.795615112633
peter,480.311744386874,160.0,571.547996476847
pilao,427.448186528497,160.0,520.270490698167
praty,363.426165803109,160.0,452.450778857919
proin,419.382556131261,160.0,542.606422783103
ranee,325.369170984456,160.0,413.993799767225
rimae,322.166234887737,160.0,405.280881720773
roams,412.142918825561,160.0,510.663748694395
shred,366.399827288428,160.0,464.501927338358
slaid,354.69689119171,160.0,471.11113784082
snirt,349.584196891192,160.0,470.034019531452
solde,298.310880829016,160.0,388.534255192809
sonce,278.731433506045,160.0,362.111221742929
soyle,282.267271157168,160.0,362.977660010947
speil,417.806131260794,160.0,518.578601423543
steil,370.650259067358,160.0,481.166408895726
sucre,332.865284974093,160.0,418.971180505966
surer,405.845423143351,160.0,473.31398747481
thars,441.178756476684,160.0,557.799037174224
tines,393.05310880829,160.0,508.007268730678
tyler,359.956390328152,160.0,458.913948744462
urali,342.035837651123,160.0,437.052665485996
utile,347.145941278066,160.0,456.972468544086
wrote,372.634715025907,160.0,471.405658204273
acute,353.77677029361,161.0,442.829210353409
agent,437.05310880829,161.0,531.692142232029
alane,365.605354058722,161.0,455.934638420113
aloin,365.561744386874,161.0,472.378879385206
ament,415.056563039724,161.0,513.228472563418
bield,496.39378238342,161.0,576.48468960785
colas,415.132556131261,161.0,527.666992107247
diets,457.25518134715,161.0,562.446452718984
duets,497.709412780656,161.0,591.912963304014
gater,361.718480138169,161.0,473.405974411664
goels,415.588514680484,161.0,511.056050931953
grits,451.199481865285,161.0,566.591019240478
guile,369.82426597582,161.0,463.223955126599
loner,331.8402417962,161.0,444.993512651753
loser,333.047495682211,161.0,449.582313845256
mater,374.379101899827,161.0,483.916133938714
meane,376.923575129534,161.0,461.412618045847
meare,384.334196891192,161.0,471.913976736373
noels,387.720207253886,161.0,486.330638266564
piste,403.119602763385,161.0,504.446442484023
plats,445.814335060449,161.0,562.650502510964
poise,287.817357512953,161.0,369.741671387412
rayne,302.316493955095,161.0,392.097018788106
resat,349.485751295337,161.0,463.368936005858
sield,375.099309153713,161.0,476.688728535856
sored,313.504749568221,161.0,409.783501258895
surge,359.66493955095,161.0,439.7610238486
terns,369.568221070812,161.0,483.51513305872
thens,490.353626943005,161.0,592.23509917173
toeas,343.582901554404,161.0,433.982761391326
tonal,366.815198618307,161.0,485.16765462128
triac,374.337651122625,161.0,496.781930837266
tuber,442.760362694301,161.0,545.589784112167
leash,358.386873920553,161.5,456.936158402582
aloes,301.761226252159,162.0,384.603151312085
arsed,348.77677029361,162.0,450.305796549582
arson,375.048359240069,162.0,498.090652701215
brain,375.939119170984,162.0,478.927771292098
cider,409.969343696028,162.0,519.566112728757
cirls,389.765112262522,162.0,499.790261936975
crith,436.692573402418,162.0,553.247774748779
crust,412.070811744387,162.0,539.984617166262
deist,362.352331606218,162.0,477.468511054453
glent,414.469775474957,162.0,517.220778224675
grame,373.298791018998,162.0,468.091304359184
grans,412.158462867012,162.0,520.550821757128
laers,339.077288428325,162.0,444.579667120534
lairy,312.184801381693,162.0,387.449335867201
losen,346.186528497409,162.0,453.680651624703
matlo,454.200777202073,162.0,563.538153824396
moile,296.863557858377,162.0,385.467638846586
nares,333.785837651123,162.0,441.473211961103
oaten,322.365284974093,162.0,425.147867032002
paeon,349.166234887737,162.0,440.303249612903
rathe,336.19689119171,162.0,439.581331453297
reset,410.674438687392,162.0,507.202723166359
ryals,412.767702936097,162.0,518.881429846343
selah,344.274179620035,162.0,428.933710786162
sithe,350.977115716753,162.0,442.3574279658
sloth,403.070379965458,162.0,523.730561334791
stone,307.172711571675,162.0,404.129974449484
tenia,371.386442141623,162.0,475.2472900155
tolan,371.642055267703,162.0,489.885260187034
tosed,373.548359240069,162.0,479.270548854681
trild,373.32426597582,162.0,491.167547821452
trods,449.215889464594,162.0,576.378730201442
turns,448.737046632124,162.0,560.841028769613
abore,358.148531951641,163.0,452.438056285479
afore,355.850604490501,163.0,443.282701536251
argol,404.908462867012,163.0,511.8517792146
birls,437.693868739206,163.0,531.523981141272
blets,465.075129533679,163.0,559.979862692341
boite,306.919689119171,163.0,393.501032056946
brust,451.746113989637,163.0,559.246810949557
cared,346.693436960276,163.0,449.748942849293
coles,345.161917098446,163.0,444.177806847102
crags,420.628670120898,163.0,528.544510552854
dital,448.762089810017,163.0,564.376326171426
doser,383.92530224525,163.0,497.46752960766
doter,386.450777202073,163.0,507.61481774237
gnarl,409.740500863558,163.0,516.728627760977
griot,392.046632124352,163.0,514.76840017222
grots,456.275474956822,163.0,577.383900514389
hosel,366.30872193437,163.0,469.440825522108
irons,413.086787564767,163.0,532.566931700717
ousel,389.290587219344,163.0,490.072214643707
parge,365.88298791019,163.0,459.908250447035
petar,371.4097582038,163.0,484.810592544548
poets,423.30310880829,163.0,512.825019192692
poser,384.563471502591,163.0,486.648617327909
proas,406.256044905009,163.0,516.287531507613
salto,343.753022452504,163.0,449.178962409905
smote,342.257340241796,163.0,433.790928444249
stear,335.632556131261,163.0,440.799974866658
surat,334.802677029361,163.0,434.077744240206
tiros,411.102763385147,163.0,536.687114603621
trist,448.406303972366,163.0,546.845771991243
witan,515.598013816926,163.0,609.287957736843
airth,405.954663212435,164.0,516.288784459631
amice,362.516407599309,164.0,452.429768723284
arets,361.171416234888,164.0,473.911806573116
atony,387.57469775475,164.0,471.096385875551
bento,463.64896373057,164.0,553.944038002637
biter,404.799654576857,164.0,511.101380111131
cites,394.620034542314,164.0,501.428610316796
claut,388.998272884283,164.0,513.009779753063
clave,398.762953367876,164.0,488.81858320193
clues,397.585924006908,164.0,502.976344784736
cured,411.477979274611,164.0,510.549026411931
curio,445.688255613126,164.0,559.909052673644
dials,409.948186528497,164.0,523.034457310902
grisy,396.933074265976,164.0,481.786787139285
hoser,385.636010362694,164.0,495.436280087663
loued,392.489637305699,164.0,496.110323875932
merel,446.686960276339,164.0,535.577494597883
noser,363.192141623489,164.0,473.512535839302
notal,400.979706390328,164.0,515.37907709618
oread,397.373056994819,164.0,497.964298111668
plant,366.798791018998,164.0,486.668325299184
prion,419.630397236615,164.0,542.528995003053
proem,404.699481865285,164.0,499.019979879952
riels,364.283246977547,164.0,470.569575463654
rotan,377.352331606218,164.0,491.552700363146
saber,326.772020725389,164.0,415.956981715643
sager,313.412348877375,164.0,404.608604949884
shalt,368.695595854922,164.0,487.023260559666
shiel,312.123920552677,164.0,414.751182238675
sleer,360.027202072539,164.0,452.674495923648
state,365.489637305699,164.0,439.671914178276
sured,349.490069084629,164.0,439.401211827335
swage,386.044905008636,164.0,462.709359458396
tesla,374.724525043178,164.0,478.464880641552
troll,425.798791018998,164.0,521.628258286519
actin,494.529360967185,165.0,615.321131281807
aitch,499.903281519862,165.0,605.708942333628
altar,445.69127806563,165.0,539.423427996224
